Player,,,,,,,Playing Time,,,,Performance,,,,,,,,Expected,,,,Progression,,,Per 90 Minutes,,,,,,,,,,
338,Sofyan Amrabat,ma MAR,"DF,MF",Manchester Utd,27-057,1996,3,2,178,2,0,0,0,0,0,0,1,0,0,0,0.1,0.1,2,27,3,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
339,Nayef Aguerd,ma MAR,DF,West Ham,27-201,1996,7,7,606,6.7,1,0,1,1,0,0,2,1,0.7,0.7,0,0.8,2,13,0,0.15,0,0.15,0.15,0.15,0.11,0,0.11,0.11,0.11,Matches
340,Boubacar Traoré,ml MLI,"MF,FW",Wolves,22-058,2001,5,0,96,1.1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0.02,0.02,0,0.02,Matches
341,Cheick Doucouré,ml MLI,MF,Crystal Palace,23-282,2000,7,7,629,7,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,7,35,2,0,0,0,0,0,0.02,0.06,0.08,0.02,0.08,Matches
342,Yves Bissouma,ml MLI,MF,Tottenham,27-048,1996,8,8,656,7.3,0,0,0,0,0,0,6,1,0.8,0.8,0.3,1.1,25,62,5,0,0,0,0,0,0.11,0.03,0.15,0.11,0.15,Matches
343,Abdoulaye Doucouré,ml MLI,"FW,MF",Everton,30-289,1993,8,8,676,7.5,3,0,3,3,0,0,1,0,3.1,3.1,1.6,4.7,19,26,43,0.4,0,0.4,0.4,0.4,0.42,0.21,0.62,0.42,0.62,Matches
344,Raúl Jiménez,mx MEX,FW,Fulham,32-165,1991,7,7,503,5.6,0,0,0,0,0,0,1,0,0.7,0.7,0.7,1.4,5,5,31,0,0,0,0,0,0.12,0.13,0.25,0.12,0.25,Matches
345,Edson Álvarez,mx MEX,MF,West Ham,25-358,1997,7,6,501,5.6,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.3,0,9,5,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
346,Frank Onyeka,ng NGA,MF,Brentford,25-289,1998,6,0,132,1.5,0,0,0,0,0,0,1,0,0.3,0.3,0.9,1.2,2,7,11,0,0,0,0,0,0.21,0.62,0.83,0.21,0.83,Matches
347,Alex Iwobi,ng NGA,"MF,FW",Fulham,27-167,1996,4,1,160,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,6,14,10,0,0,0,0,0,0.21,0.11,0.31,0.21,0.31,Matches
348,Alex Iwobi,ng NGA,MF,Everton,27-167,1996,2,2,140,1.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,6,4,8,0,0,0,0,0,0.21,0.14,0.35,0.21,0.35,Matches
349,Calvin Bassey,ng NGA,DF,Fulham,23-290,1999,4,1,127,1.4,0,0,0,0,0,0,2,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,Matches
350,Ola Aina,ng NGA,"DF,MF",Nott'ham Forest,27-009,1996,5,5,397,4.4,0,0,0,0,0,0,3,0,0,0,0,0.1,9,11,4,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches
351,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,26-066,1997,7,6,488,5.4,3,2,5,3,0,0,1,0,2.3,2.3,0.8,3.1,5,7,22,0.55,0.37,0.92,0.55,0.92,0.43,0.14,0.57,0.43,0.57,Matches
352,Oliver Norwood,nir NIR,MF,Sheffield Utd,32-188,1991,7,6,521,5.8,0,0,0,0,0,0,2,0,0.1,0.1,0.4,0.5,0,22,2,0,0,0,0,0,0.02,0.07,0.08,0.02,0.08,Matches
353,Jonny Evans,nir NIR,DF,Manchester Utd,35-287,1988,3,2,185,2.1,0,1,1,0,0,0,0,0,0,0,0.1,0.1,0,6,0,0,0.49,0.49,0,0.49,0,0.06,0.06,0,0.06,Matches
354,Bart Verbruggen,nl NED,GK,Brighton,21-060,2002,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
355,Joël Veltman,nl NED,DF,Brighton,31-275,1992,8,5,515,5.7,0,1,1,0,0,0,1,0,0.1,0.1,0.4,0.4,6,18,11,0,0.17,0.17,0,0.17,0.01,0.06,0.08,0.01,0.08,Matches
356,Virgil van Dijk,nl NED,DF,Liverpool,32-101,1991,6,6,477,5.3,0,2,2,0,0,0,1,1,0.6,0.6,0.9,1.5,2,13,1,0,0.38,0.38,0,0.38,0.1,0.18,0.28,0.1,0.28,Matches
357,Jurriën Timber,nl NED,DF,Arsenal,22-122,2001,1,1,49,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,Matches
358,Kenny Tete,nl NED,DF,Fulham,28-008,1995,5,5,427,4.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,11,24,27,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches
359,Jaïro Riedewald,nl NED,"MF,FW",Crystal Palace,27-038,1996,2,1,87,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,Matches
360,Ian Maatsen,nl NED,"FW,MF",Chelsea,21-221,2002,6,0,89,1,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,4,3,8,0,0,0,0,0,0.42,0.1,0.52,0.42,0.52,Matches
361,Justin Kluivert,nl NED,FW,Bournemouth,24-165,1999,7,4,337,3.7,0,0,0,0,0,0,0,0,0.4,0.4,0.2,0.6,10,13,25,0,0,0,0,0,0.1,0.06,0.16,0.1,0.16,Matches
362,Jan Paul van Hecke,nl NED,DF,Brighton,23-131,2000,4,3,298,3.3,0,0,0,0,0,0,1,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,Matches
363,Ryan Gravenberch,nl NED,MF,Liverpool,21-154,2002,4,0,71,0.8,0,0,0,0,0,0,0,0,0.7,0.7,0,0.7,3,6,7,0,0,0,0,0,0.87,0,0.87,0.87,0.87,Matches
364,Mark Flekken,nl NED,GK,Brentford,30-126,1993,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Matches
365,Tahith Chong,nl NED,MF,Luton Town,23-317,1999,6,4,365,4.1,0,0,0,0,0,0,2,0,0.3,0.3,0,0.3,7,14,14,0,0,0,0,0,0.07,0.01,0.08,0.07,0.08,Matches
366,Donny van de Beek,nl NED,DF,Manchester Utd,26-182,1997,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0.1,0.2,0,0,1,0,0,0,0,0,1.09,4.44,5.54,1.09,5.54,Matches
367,Micky van de Ven,nl NED,DF,Tottenham,22-181,2001,8,8,719,8,1,0,1,1,0,0,1,0,0.3,0.3,0,0.3,7,23,1,0.13,0,0.13,0.13,0.13,0.03,0,0.03,0.03,0.03,Matches
368,Arnaut Danjuma,nl NED,"FW,MF",Everton,26-259,1997,7,3,362,4,1,0,1,1,0,0,0,0,1.8,1.8,0.3,2.2,13,4,27,0.25,0,0.25,0.25,0.25,0.46,0.08,0.54,0.46,0.54,Matches
369,Sven Botman,nl NED,DF,Newcastle Utd,23-278,2000,5,5,446,5,1,1,2,1,0,0,1,0,0.3,0.3,0.7,1,0,9,2,0.2,0.2,0.4,0.2,0.4,0.06,0.14,0.2,0.06,0.2,Matches
370,Nathan Aké,nl NED,DF,Manchester City,28-241,1995,7,5,462,5.1,1,0,1,1,0,0,0,0,0.8,0.8,0.5,1.4,6,28,3,0.19,0,0.19,0.19,0.19,0.16,0.11,0.26,0.16,0.26,Matches
371,Gustavo Hamer,nl NED,MF,Sheffield Utd,26-115,1997,7,7,558,6.2,2,0,2,2,0,0,1,0,0.7,0.7,0.7,1.3,7,24,15,0.32,0,0.32,0.32,0.32,0.11,0.11,0.21,0.11,0.21,Matches
372,Cody Gakpo,nl NED,"MF,FW",Liverpool,24-163,1999,7,5,320,3.6,2,0,2,2,0,0,0,0,1.9,1.9,0.2,2.1,7,16,23,0.56,0,0.56,0.56,0.56,0.52,0.06,0.58,0.52,0.58,Matches
373,Oscar Bobb,no NOR,"MF,FW",Manchester City,20-097,2003,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0.1,3,5,2,0,0,0,0,0,0,0.12,0.12,0,0.12,Matches
374,Sander Berge,no NOR,MF,Burnley,25-245,1998,8,6,514,5.7,0,1,1,0,0,0,1,0,0.3,0.3,0.6,0.9,8,15,13,0,0.18,0.18,0,0.18,0.06,0.11,0.16,0.06,0.16,Matches
375,Kristoffer Ajer,no NOR,DF,Brentford,25-183,1998,6,3,303,3.4,0,1,1,0,0,0,0,0,0.4,0.4,1.1,1.5,6,10,9,0,0.3,0.3,0,0.3,0.12,0.34,0.46,0.12,0.46,Matches
376,Martin Ødegaard,no NOR,MF,Arsenal,24-304,1998,8,8,710,7.9,3,1,4,1,2,2,1,0,2.6,1,0.6,1.6,22,44,43,0.38,0.13,0.51,0.13,0.25,0.33,0.07,0.4,0.13,0.2,Matches
377,Erling Haaland,no NOR,FW,Manchester City,23-088,2000,8,8,708,7.9,8,1,9,7,1,2,0,0,7.9,6.3,1.6,7.9,5,5,32,1.02,0.13,1.14,0.89,1.02,1.01,0.2,1.2,0.81,1,Matches
378,Chris Wood,nz NZL,FW,Nott'ham Forest,31-314,1991,8,1,148,1.6,1,0,1,1,0,0,0,0,0.3,0.3,0.1,0.5,2,1,7,0.61,0,0.61,0.61,0.61,0.21,0.08,0.29,0.21,0.29,Matches
379,Jakub Kiwior,pl POL,DF,Arsenal,23-244,2000,2,1,92,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,0,8,4,0,0,0,0,0,0.41,0,0.41,0.41,0.41,Matches
380,Matty Cash,pl POL,"DF,MF",Aston Villa,26-071,1997,8,8,707,7.9,2,1,3,2,0,0,2,0,2.9,2.9,0.5,3.4,19,18,25,0.25,0.13,0.38,0.25,0.38,0.37,0.06,0.43,0.37,0.43,Matches
381,Fabio Vieira,pt POR,MF,Arsenal,23-140,2000,5,2,188,2.1,0,2,2,0,0,0,0,0,0.4,0.4,1.1,1.5,9,10,21,0,0.96,0.96,0,0.96,0.2,0.51,0.7,0.2,0.7,Matches
382,Nuno Tavares,pt POR,DF,Nott'ham Forest,23-264,2000,3,1,95,1.1,0,0,0,0,0,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,Matches
383,Fábio Silva,pt POR,FW,Wolves,21-090,2002,7,3,254,2.8,0,0,0,0,0,0,1,0,1,1,0.2,1.2,5,10,12,0,0,0,0,0,0.37,0.07,0.44,0.37,0.44,Matches
384,Nélson Semedo,pt POR,"DF,MF",Wolves,29-335,1993,8,8,713,7.9,0,0,0,0,0,0,4,0,0.6,0.6,0,0.6,15,29,27,0,0,0,0,0,0.08,0,0.08,0.08,0.08,Matches
385,José Sá,pt POR,GK,Wolves,30-273,1993,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
386,Matheus Nunes,pt POR,MF,Manchester City,25-051,1998,4,2,182,2,0,1,1,0,0,0,0,0,0,0,0.1,0.1,4,6,14,0,0.49,0.49,0,0.49,0,0.07,0.07,0,0.07,Matches
387,Matheus Nunes,pt POR,MF,Wolves,25-051,1998,2,2,179,2,0,0,0,0,0,0,2,1,0.1,0.1,0.1,0.2,7,8,9,0,0,0,0,0,0.04,0.05,0.09,0.04,0.09,Matches
388,Toti Gomes,pt POR,DF,Wolves,24-274,1999,5,2,251,2.8,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,Matches
389,Rúben Dias,pt POR,DF,Manchester City,26-156,1997,7,7,630,7,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,14,50,5,0,0,0,0,0,0.05,0,0.06,0.05,0.06,Matches
390,Diogo Dalot,pt POR,DF,Manchester Utd,24-213,1999,7,6,565,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.6,0.8,19,34,26,0,0,0,0,0,0.04,0.09,0.13,0.04,0.13,Matches
391,Youssef Chermiti,pt POR,FW,Everton,19-146,2004,3,0,29,0.3,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,1,3,0,0,0,0,0,0.17,0,0.17,0.17,0.17,Matches
392,Bernardo Silva,pt POR,"MF,FW",Manchester City,29-068,1994,5,4,374,4.2,1,1,2,1,0,0,2,0,0.4,0.4,1,1.4,21,30,30,0.24,0.24,0.48,0.24,0.48,0.08,0.25,0.34,0.08,0.34,Matches
393,João Palhinha,pt POR,MF,Fulham,28-100,1995,6,5,474,5.3,1,0,1,1,0,0,3,0,0.3,0.3,0,0.3,1,19,1,0.19,0,0.19,0.19,0.19,0.06,0,0.06,0.06,0.06,Matches
394,Pedro Neto,pt POR,"MF,FW",Wolves,23-222,2000,8,8,720,8,1,5,6,1,0,0,2,0,1.9,1.9,2.3,4.2,42,21,64,0.12,0.62,0.75,0.12,0.75,0.24,0.29,0.52,0.24,0.52,Matches
395,Diogo Jota,pt POR,"FW,MF",Liverpool,26-317,1996,7,3,287,3.2,2,0,2,2,0,0,3,1,1.4,1.4,0.3,1.8,16,4,36,0.63,0,0.63,0.63,0.63,0.45,0.1,0.56,0.45,0.56,Matches
396,Bruno Fernandes,pt POR,"MF,FW",Manchester Utd,29-039,1994,8,8,720,8,2,1,3,1,1,1,3,0,2.7,1.9,3.3,5.2,8,81,54,0.25,0.12,0.37,0.12,0.25,0.34,0.41,0.75,0.24,0.65,Matches
397,Julio César Enciso,py PAR,MF,Brighton,19-267,2004,2,1,69,0.8,0,2,2,0,0,0,1,0,0.2,0.2,0.7,0.9,5,0,5,0,2.61,2.61,0,2.61,0.26,0.96,1.22,0.26,1.22,Matches
398,Miguel Almirón,py PAR,FW,Newcastle Utd,29-249,1994,8,7,564,6.3,2,0,2,2,0,0,1,0,1.1,1.1,0.4,1.5,30,22,56,0.32,0,0.32,0.32,0.32,0.18,0.06,0.24,0.18,0.24,Matches
399,Aleksandar Mitrović,rs SRB,FW,Fulham,29-031,1994,1,0,33,0.4,0,0,0,0,0,0,0,0,0.2,0.2,0,0.2,0,1,0,0,0,0,0,0,0.44,0,0.44,0.44,0.44,Matches
400,Saša Lukić,rs SRB,MF,Fulham,27-065,1996,4,3,265,2.9,0,0,0,0,0,0,1,0,0.6,0.6,0.1,0.7,3,11,4,0,0,0,0,0,0.21,0.03,0.24,0.21,0.24,Matches
401,Nathan Patterson,sct SCO,DF,Everton,22-001,2001,7,4,390,4.3,0,1,1,0,0,0,1,0,0.3,0.3,1.1,1.4,12,15,20,0,0.23,0.23,0,0.23,0.08,0.24,0.32,0.08,0.32,Matches
402,Scott McKenna,sct SCO,DF,Nott'ham Forest,26-339,1996,5,5,416,4.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,1,10,0,0,0,0,0,0,0.05,0.04,0.08,0.05,0.08,Matches
403,Oliver McBurnie,sct SCO,FW,Sheffield Utd,27-135,1996,5,4,379,4.2,0,1,1,0,0,0,3,1,0.8,0.8,0.5,1.3,2,7,19,0,0.24,0.24,0,0.24,0.19,0.12,0.31,0.19,0.31,Matches
404,Aaron Hickey,sct SCO,DF,Brentford,21-129,2002,8,8,630,7,0,0,0,0,0,0,5,0,0.2,0.2,0.1,0.3,8,19,11,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches
405,Billy Gilmour,sct SCO,MF,Brighton,22-128,2001,7,5,436,4.8,0,1,1,0,0,0,1,0,0.3,0.3,1.5,1.7,7,39,10,0,0.21,0.21,0,0.21,0.05,0.3,0.36,0.05,0.36,Matches
406,Ben Doak,sct SCO,FW,Liverpool,17-340,2005,1,0,14,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
407,Ryan Christie,sct SCO,MF,Bournemouth,28-237,1995,8,8,569,6.3,0,1,1,0,0,0,0,0,0.4,0.4,1.1,1.4,14,23,26,0,0.16,0.16,0,0.16,0.06,0.17,0.23,0.06,0.23,Matches
408,Tom Cairney,sct SCO,MF,Fulham,32-270,1991,6,2,156,1.7,0,0,0,0,0,0,0,0,0.1,0.1,0.6,0.7,2,9,5,0,0,0,0,0,0.04,0.36,0.4,0.04,0.4,Matches
409,Jacob Brown,sct SCO,"MF,FW",Luton Town,25-190,1998,8,5,435,4.8,0,0,0,0,0,0,2,0,1.5,1.5,0.6,2.1,13,6,28,0,0,0,0,0,0.31,0.12,0.43,0.31,0.43,Matches
410,Elliot Anderson,sct SCO,"MF,FW",Newcastle Utd,20-345,2002,8,4,400,4.4,0,1,1,0,0,0,0,0,0.7,0.7,0.9,1.6,14,24,31,0,0.23,0.23,0,0.23,0.17,0.2,0.36,0.17,0.36,Matches
411,Andrew Robertson,sct SCO,DF,Liverpool,29-220,1994,8,8,720,8,1,0,1,1,0,0,1,0,0.5,0.5,1,1.5,19,49,30,0.12,0,0.12,0.12,0.12,0.06,0.13,0.19,0.06,0.19,Matches
412,John McGinn,sct SCO,"FW,MF",Aston Villa,28-364,1994,8,8,657,7.3,1,1,2,1,0,0,2,0,0.9,0.9,1.1,2,8,42,22,0.14,0.14,0.27,0.14,0.27,0.12,0.15,0.27,0.12,0.27,Matches
413,Scott McTominay,sct SCO,"MF,FW",Manchester Utd,26-313,1996,5,2,187,2.1,2,0,2,2,0,0,0,0,0.4,0.4,0,0.5,3,5,6,0.96,0,0.96,0.96,0.96,0.2,0.02,0.23,0.2,0.23,Matches
414,Robin Olsen,se SWE,GK,Aston Villa,33-282,1990,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
415,Victor Lindelöf,se SWE,DF,Manchester Utd,29-092,1994,7,5,510,5.7,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,6,15,7,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches
416,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,21-173,2002,8,2,298,3.3,1,1,2,1,0,0,0,0,0.8,0.8,0.8,1.6,18,10,33,0.3,0.3,0.6,0.3,0.6,0.23,0.25,0.48,0.23,0.48,Matches
417,Dejan Kulusevski,se SWE,FW,Tottenham,23-175,2000,8,8,711,7.9,2,0,2,2,0,0,1,0,0.9,0.9,2.3,3.2,51,30,105,0.25,0,0.25,0.25,0.25,0.11,0.29,0.4,0.11,0.4,Matches
418,Alexander Isak,se SWE,FW,Newcastle Utd,24-026,1999,7,6,471,5.2,6,0,6,5,1,1,0,0,5.4,4.6,0.1,4.7,13,8,23,1.15,0,1.15,0.96,0.96,1.03,0.02,1.06,0.88,0.9,Matches
419,Moussa Niakhate,sn SEN,DF,Nott'ham Forest,27-223,1996,4,2,180,2,0,0,0,0,0,0,2,1,0,0,0,0,1,6,2,0,0,0,0,0,0,0,0,0,0,Matches
420,Cheikhou Kouyaté,sn SEN,MF,Nott'ham Forest,33-300,1989,6,0,63,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,2,1,0,0,0,0,0,0.11,0.06,0.17,0.11,0.17,Matches
421,Idrissa Gana Gueye,sn SEN,MF,Everton,34-021,1989,7,7,539,6,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,13,25,10,0,0,0,0,0,0.05,0.08,0.13,0.05,0.13,Matches
422,Pape Matar Sarr,sn SEN,MF,Tottenham,21-033,2002,8,7,557,6.2,1,1,2,1,0,0,2,0,1.7,1.7,0.9,2.6,11,48,23,0.16,0.16,0.32,0.16,0.32,0.27,0.14,0.41,0.27,0.41,Matches
423,Nicolas Jackson,sn SEN,FW,Chelsea,22-119,2001,7,6,554,6.2,2,0,2,2,0,0,5,0,4.1,4.1,0.5,4.6,16,10,45,0.32,0,0.32,0.32,0.32,0.66,0.08,0.75,0.66,0.75,Matches
424,Anis Ben Slimane,tn TUN,MF,Sheffield Utd,22-215,2001,3,0,48,0.5,0,0,0,0,0,0,2,0,0.1,0.1,0,0.1,0,5,8,0,0,0,0,0,0.22,0,0.22,0.22,0.22,Matches
425,Hannibal Mejbri,tn TUN,MF,Manchester Utd,20-269,2003,2,1,117,1.3,1,0,1,1,0,0,1,0,0,0,0.4,0.4,2,6,8,0.77,0,0.77,0.77,0.77,0.02,0.29,0.31,0.02,0.31,Matches
426,Oleksandr Zinchenko,ua UKR,DF,Arsenal,26-306,1996,7,5,423,4.7,0,0,0,0,0,0,0,0,0.3,0.3,0.3,0.6,10,35,9,0,0,0,0,0,0.06,0.07,0.13,0.06,0.13,Matches
427,Illia Zabarnyi,ua UKR,DF,Bournemouth,21-046,2002,8,8,720,8,0,0,0,0,0,0,1,0,0.3,0.3,0,0.3,7,24,0,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches
428,Vitaliy Mykolenko,ua UKR,DF,Everton,24-141,1999,4,4,360,4,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.5,2,8,10,0,0,0,0,0,0.05,0.06,0.11,0.05,0.11,Matches
429,Mykhailo Mudryk,ua UKR,"FW,DF",Chelsea,22-285,2001,7,3,244,2.7,1,0,1,1,0,0,1,0,0.7,0.7,0.8,1.5,15,6,20,0.37,0,0.37,0.37,0.37,0.24,0.31,0.55,0.24,0.55,Matches
430,Matt Turner,us USA,GK,Nott'ham Forest,29-115,1994,8,8,720,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
431,Auston Trusty,us USA,DF,Sheffield Utd,25-066,1998,3,1,107,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.03,0.03,0,0.03,Matches
432,Antonee Robinson,us USA,DF,Fulham,26-070,1997,7,7,630,7,0,0,0,0,0,0,1,0,0,0,0.6,0.7,19,25,24,0,0,0,0,0,0.01,0.09,0.09,0.01,0.09,Matches
433,Chris Richards,us USA,"DF,MF",Crystal Palace,23-203,2000,3,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
434,Tim Ream,us USA,DF,Fulham,36-012,1987,7,7,603,6.7,1,0,1,1,0,0,3,1,1,1,0,1,10,34,2,0.15,0,0.15,0.15,0.15,0.14,0,0.14,0.14,0.14,Matches
435,Facundo Pellistri,uy URU,"FW,MF",Manchester Utd,21-301,2001,4,1,86,1,0,0,0,0,0,0,0,0,0.4,0.4,0,0.4,4,3,20,0,0,0,0,0,0.46,0,0.46,0.46,0.46,Matches
436,Darwin Núñez,uy URU,FW,Liverpool,24-115,1999,7,3,313,3.5,3,2,5,3,0,0,1,0,2.7,2.7,1,3.8,9,12,25,0.86,0.58,1.44,0.86,1.44,0.79,0.29,1.08,0.79,1.08,Matches
437,Harry Wilson,wls WAL,FW,Fulham,26-209,1997,8,6,488,5.4,0,0,0,0,0,0,0,0,0.3,0.3,0.4,0.8,8,18,46,0,0,0,0,0,0.06,0.08,0.14,0.06,0.14,Matches
438,Neco Williams,wls WAL,"MF,DF",Nott'ham Forest,22-187,2001,2,1,109,1.2,0,0,0,0,0,0,0,0,0,0,0,0.1,1,2,4,0,0,0,0,0,0.02,0.03,0.04,0.02,0.04,Matches
439,Connor Roberts,wls WAL,DF,Burnley,28-024,1995,8,7,657,7.3,0,1,1,0,0,0,2,0,0,0,0.2,0.2,6,36,8,0,0.14,0.14,0,0.14,0,0.03,0.03,0,0.03,Matches
440,Kieffer Moore,wls WAL,"FW,MF",Bournemouth,31-070,1992,4,0,82,0.9,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,1,3,12,0,0,0,0,0,0.53,0.24,0.77,0.53,0.77,Matches
441,Chris Mepham,wls WAL,DF,Bournemouth,25-346,1997,2,0,35,0.4,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.05,0.05,0,0.05,Matches
442,Brennan Johnson,wls WAL,"FW,MF",Nott'ham Forest,22-147,2001,3,3,237,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,1,14,0,0,0,0,0,0.12,0.08,0.21,0.12,0.21,Matches
443,Brennan Johnson,wls WAL,FW,Tottenham,22-147,2001,2,1,73,0.8,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,5,0,10,0,0,0,0,0,0.72,0.1,0.82,0.72,0.82,Matches
444,Luke Harris,wls WAL,MF,Fulham,18-197,2005,1,0,75,0.8,0,0,0,0,0,0,0,0,0.3,0.3,0,0.3,0,1,0,0,0,0,0,0,0.33,0,0.33,0.33,0.33,Matches
445,Ben Davies,wls WAL,DF,Tottenham,30-176,1993,4,0,47,0.5,0,0,0,0,0,0,0,0,0.6,0.6,0,0.6,0,6,2,0,0,0,0,0,1.07,0,1.07,1.07,1.07,Matches
446,Tom Lockyer,wls WAL,DF,Luton Town,28-318,1994,7,7,585,6.5,1,0,1,1,0,0,2,0,0.8,0.8,0,0.8,3,23,1,0.15,0,0.15,0.15,0.15,0.12,0.01,0.12,0.12,0.12,Matches
447,David Brooks,wls WAL,"FW,MF",Bournemouth,26-101,1997,7,1,173,1.9,1,0,1,1,0,0,1,0,1.5,1.5,0.4,1.9,5,13,15,0.52,0,0.52,0.52,0.52,0.76,0.23,0.99,0.76,0.99,Matches
448,Lyle Foster,za RSA,"FW,MF",Burnley,23-044,2000,6,6,517,5.7,3,2,5,3,0,0,0,1,1.6,1.6,0.2,1.8,15,6,24,0.52,0.35,0.87,0.52,0.87,0.27,0.04,0.31,0.27,0.31,Matches
449,Marvelous Nakamba,zw ZIM,MF,Luton Town,29-271,1994,8,8,720,8,0,0,0,0,0,0,3,0,0.2,0.2,0.4,0.6,0,27,4,0,0,0,0,0,0.02,0.05,0.07,0.02,0.07,Matches